STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,HEALTH_PROF,Health profession,WORKER_STATUS,Worker status,HEALTH_PROF_ACTIVITY_STATUS,Health profession activity status,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,REF_YEAR_PRICE,Price reference year
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,CHE,Switzerland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2013,,15.91,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,CHE,Switzerland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2014,,16.16,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,CHE,Switzerland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,16.58,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,CHE,Switzerland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,17.02,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,CHE,Switzerland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,17.23,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,CHE,Switzerland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,17.59,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,CHE,Switzerland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,17.96,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,CHE,Switzerland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,18.37,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,CHE,Switzerland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,18.39,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,CHE,Switzerland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,18.44,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,CHE,Switzerland,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,18.8,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ARG,Argentina,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1969,,0.98,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,ARG,Argentina,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1979,,1.48,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BRA,Brazil,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2007,,1,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BRA,Brazil,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2008,,1.21,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BRA,Brazil,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2009,,1.37,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BRA,Brazil,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2010,,1.56,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BRA,Brazil,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2011,,1.87,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BRA,Brazil,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2012,,2.11,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BRA,Brazil,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2013,,2.38,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BRA,Brazil,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2014,,2.69,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BRA,Brazil,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,2.88,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BRA,Brazil,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,3.06,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BRA,Brazil,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,3.27,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BRA,Brazil,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,3.51,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BRA,Brazil,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,3.72,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BRA,Brazil,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,4.16,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BRA,Brazil,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,4.61,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BRA,Brazil,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,4.81,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BRA,Brazil,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,5.3,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1985,,5.67,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1986,,5.73,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1987,,5.84,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1988,,5.92,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1989,,5.98,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1990,,6.17,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1991,,5.85,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1992,,5.88,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1993,,6.14,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1994,,6.01,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1995,,6.07,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1996,,6.11,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1997,,5.71,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1998,,5.73,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1999,,5.51,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2001,,3.72,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2002,,3.64,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2003,,3.81,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2004,,3.86,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2005,,4.08,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2006,,4.16,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2007,,4.27,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2008,,4.31,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2009,,4.29,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2010,,4.3,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2011,,4.3,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2012,,4.39,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2013,,4.53,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2014,,4.51,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2015,,4.5,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2016,,4.49,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2017,,4.55,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,4.56,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2019,,4.62,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2020,,4.45,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2021,,4.43,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2022,,4.46,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,BGR,Bulgaria,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2023,,4.43,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,CHN,China (People’s Republic of),HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1978,,0.42,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,CHN,China (People’s Republic of),HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1980,,0.47,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,CHN,China (People’s Republic of),HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1985,,0.6,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,CHN,China (People’s Republic of),HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,2018,,2.89,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HRV,Croatia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1980,,3.52,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HRV,Croatia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1985,,4.45,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HRV,Croatia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1986,,4.67,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HRV,Croatia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1987,,4.8,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HRV,Croatia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1988,,4.89,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HRV,Croatia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1989,,4.99,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_EMP@DF_NURSE(1.0),Nurses,I,HRV,Croatia,HSE,Health and social employment,10P3HB,Per 1 000 inhabitants,_Z,Not applicable,_Z,Not applicable,MINU,Nurses,_Z,Not applicable,P,Practicing,_Z,Not applicable,1990,,4.69,,,,,,,,,,,,,
